label.csv,deepfake
443_514_0890.png,fake
036_035_0302.png,fake
638_640_0550.png,fake
707_705_0852.png,fake
607_683_0373.png,fake
493_538_0337.png,fake
255_214_0327.png,fake
064_991_0056.png,fake
927_912_0092.png,fake
384_932_0424.png,fake
471_455_0108.png,fake
316_369_0265.png,fake
672_720_0522.png,fake
257_420_0523.png,fake
420_257_1040.png,fake
958_956_0359.png,fake
945_044_0171.png,fake
558_583_0135.png,fake
979_875_0320.png,fake
548_632_0429.png,fake
912_927_0315.png,fake
623_630_0088.png,fake
157_245_0158.png,fake
402_453_0354.png,fake
494_445_0728.png,fake
321_288_0559.png,fake
036_035_0273.png,fake
608_675_1046.png,fake
158_379_0195.png,fake
145_299_0230.png,fake
135_880_0229.png,fake
354_362_0166.png,fake
875_979_0339.png,fake
924_917_1003.png,fake
084_042_0191.png,fake
818_820_0186.png,fake
472_511_0374.png,fake
691_732_0334.png,fake
376_381_0220.png,fake
376_381_0277.png,fake
725_724_0266.png,fake
912_927_0094.png,fake
321_288_0282.png,fake
701_579_0281.png,fake
842_714_0110.png,fake
347_314_0130.png,fake
284_263_0299.png,fake
047_862_0128.png,fake
706_479_0098.png,fake
630_623_0061.png,fake
389_480_0122.png,fake
890_837_0260.png,fake
470_468_0026.png,fake
720_672_0125.png,fake
485_425_0556.png,fake
161_141_0003.png,fake
949_868_0395.png,fake
650_625_0592.png,fake
851_552_0143.png,fake
452_550_0547.png,fake
421_423_0583.png,fake
404_429_0438.png,fake
851_552_0435.png,fake
227_169_0388.png,fake
865_739_0134.png,fake
801_855_0371.png,fake
145_299_0051.png,fake
973_970_0322.png,fake
579_701_0279.png,fake
926_900_0170.png,fake
419_824_0158.png,fake
558_583_0038.png,fake
257_420_0417.png,fake
917_924_0407.png,fake
158_379_0256.png,fake
949_868_0606.png,fake
364_440_0597.png,fake
823_584_0341.png,fake
599_585_0204.png,fake
161_141_0075.png,fake
142_138_0558.png,fake
114_102_0162.png,fake
470_468_0867.png,fake
851_552_0161.png,fake
389_480_0255.png,fake
257_420_0519.png,fake
142_138_0233.png,fake
198_106_0080.png,fake
316_369_0042.png,fake
550_452_0270.png,fake
273_807_0007.png,fake
714_842_0554.png,fake
827_817_0215.png,fake
852_834_0163.png,fake
589_565_0303.png,fake
818_820_0206.png,fake
257_420_0452.png,fake
682_669_0710.png,fake
862_047_0012.png,fake
084_042_0246.png,fake
036_035_0050.png,fake
608_675_1003.png,fake
725_724_0489.png,fake
488_399_0004.png,fake
670_661_0105.png,fake
349_350_0177.png,fake
951_947_1148.png,fake
951_947_1021.png,fake
647_622_0231.png,fake
362_354_0109.png,fake
714_842_0120.png,fake
633_529_0002.png,fake
842_714_0177.png,fake
649_816_0634.png,fake
906_847_0256.png,fake
666_656_0214.png,fake
422_695_0262.png,fake
175_159_0489.png,fake
198_106_0194.png,fake
807_273_0249.png,fake
832_762_0124.png,fake
714_842_0506.png,fake
